Category,Message
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
ham,K...k:)why cant you come here and search job:)
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,Now am free call me pa.
spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
ham,Aight what time you want me to come up?
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,Anything lar...
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
ham,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham,Dear umma she called me now :-)
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,Am I the only one who doesn't stalk profiles?
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
ham,I dont have that much image in class.
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,Thank you princess! You are so sexy...
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,Yes there were many sweets
ham,Sent me ur email id soon
ham,But i haf enuff space got like 4 mb...
ham,That's necessarily respectful
ham,Where at were hungry too
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
ham,Okay. I've seen it. So i should pick it on friday?
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,"Uh, heads up we don't have THAT much left"
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,Id onluy matters when getting on from offcampus
ham,Stop knowing me so well!
ham,Give me a sec to think think about it
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
ham,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
ham,No b4 Thursday
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
spam,network operator. The service is free. For T & C's visit 80488.biz
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
ham,"Awesome, think we can get an 8th at usf some time tonight?"
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon
ham,That is wondar full flim.
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,Happy new year to u too!
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
ham,I wont touch you with out your permission.
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
ham,Midnight at the earliest
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,K..k..i'm also fine:)when will you complete the course?
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Gam gone after outstanding innings.
ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!
ham,Its just the effect of irritation. Just ignore it
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,S..antha num corrct dane
ham,Ü come lt 25 n pass to me lar
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Nice.nice.how is it working?
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,Yeah that'd pretty much be the best case scenario
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
ham,"see you then, we're all christmassy here!"
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,I like you peoples very much:) but am very shy pa.
ham,Really? I crashed out cuddled on my sofa.
ham,U coming 2 pick me?
ham,What's a feathery bowa? Is that something guys have that I don't know about?
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
ham,Do we have any spare power supplies
ham,Thank you princess! I want to see your nice juicy booty...
ham,"Sorry, I'll call later"
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,R u over scratching it?
ham,Yeah I don't see why not
ham,I can take you at like noon
ham,"Yes but i dont care! I need you bad, princess!"
ham,I fetch yun or u fetch?
ham,Yeah sure I'll leave in a min
ham,No i am not having not any movies in my laptop
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham,You didnt complete your gist oh.
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,"Yes, princess. Toledo."
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
ham,Ok i've sent u da latest version of da project.
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,Send to someone else :-)
ham,Have a nice day my dear.
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
ham,Sac will score big hundred.he is set batsman:-)
ham,Happy new years melody!
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,Are you ok. What happen to behave like this
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Cab is available.they pick up and drop at door steps.
ham,Can u get pic msgs to your phone?
ham,Po de :-):):-):-):-). No need job aha.
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging
ham,Happy new year. Hope you are having a good semester
ham,Hey you told your name to gautham ah?
ham,O i played smash bros  &lt;#&gt;  religiously.
ham,No..he joined today itself.
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,I'm on the bus. Love you
ham,"Sorry, I'll call later"
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,No break time one... How... I come out n get my stuff fr ü?
ham,thanks for the temales it was wonderful. Thank. Have a great week.
ham,She went to attend another two rounds today..but still did't reach home..
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,No..few hours before.went to hair cut .
ham,K.k.this month kotees birthday know?
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,"Yup, leaving right now, be back soon"
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,Do you like shaking your booty on the dance floor?
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,I guess it is useless calling u 4 something important.
ham,Okay same with me. Well thanks for the clarification
ham,Hi..i got the money da:)
ham,"Yeah, probably earlier than that"
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,How was txting and driving
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
ham,Yup...
ham,S:-)if we have one good partnership going we will take lead:)
ham,Change windows logoff sound..
ham,Hi where you. You in home or calicut?
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,S....s...india going to draw the series after many years in south african soil..
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,Discussed with your mother ah?
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,Ü no home work to do meh...
ham,We're finally ready fyi
ham,"Hmm well, night night"
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Probably a couple hours tops
ham,Then she buying today? Ü no need to c meh...
ham,What's your room number again? Wanna make sure I'm knocking on the right door
ham,Well its not like you actually called someone a punto. That woulda been worse.
ham,"St andre, virgil's cream"
ham,What time is ur flight tmr?
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
ham,Wat ü doing now?
ham,"Ela kano.,il download, come wen ur free.."
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,S'fine. Anytime. All the best with it.
ham,Yar else i'll thk of all sorts of funny things.
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham,But i dint slept in afternoon.
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
ham,Is she replying. Has boye changed his phone number
ham,In work now. Going have in few min.
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
ham,So the sun is anti sleep medicine.
ham,"not that I know of, most people up here are still out of town"
ham,No shoot me. I'm in the docs waiting room. :/
ham,"Usf I guess, might as well take 1 car"
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,I have no idea where you are
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Sos! Any amount i can get pls.
ham,So dont use hook up any how
ham,Lol no. U can trust me.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,Or ü go buy wif him then i meet ü later can?
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,This weekend is fine (an excuse not to do too much decorating)
ham,Networking technical support associate.
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,1 in cbe. 2 in chennai.
ham,Its a part of checking IQ
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
ham,Oh k.k..where did you take test?
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,I didn't get the second half of that message
ham,I need details about that online job.
ham,"Sir, I need AXIS BANK account no and bank address."
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
ham,No but the bluray player can
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,K da:)how many page you want?
ham,Do you know when the result.
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,Pls she needs to dat slowly or she will vomit more.
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,Check wid corect speling i.e. Sarcasm
ham,My sister got placed in birla soft da:-)
ham,I cant pick the phone right now. Pls send a message
ham,And how's your husband.
ham,How are you holding up?
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
ham,Shhhhh nobody is supposed to know!
ham,Do u knw dis no. &lt;#&gt; ?
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Ok.ok ok..then..whats ur todays plan
ham,Jordan got voted out last nite!
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,Ok i shall talk to him
ham,I cant pick the phone right now. Pls send a message
ham,Stupid.its not possible
ham,"Sorry, I'll call later"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,If i said anything wrong sorry de:-)
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
ham,"Come round, it's ."
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,"K I'll head out in a few mins, see you there"
ham,How long does it take to get it.
ham,Yeah no probs - last night is obviously catching up with you... Speak soon
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,How much r ü willing to pay?
ham,Please tell me not all of my car keys are in your purse
ham,No no. I will check all rooms befor activities
ham,Then any special there?
ham,I'm home...
ham,How's ur paper?
ham,I just saw ron burgundy captaining a party boat so yeah
ham,Nope watching tv at home... Not going out. V bored...
ham,Free any day but i finish at 6 on mon n thurs...
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
ham,Yes baby! We can study all the positions of the kama sutra ;)
ham,"Oh fine, I'll be by tonight"
ham,Wat u doing there?
ham,Umma. Did she say anything
ham,Yes. Last  practice
ham,Hi da:)how is the todays class?
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,"Sorry, I'll call later"
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,Prepare to be pleasured :)
ham,Yes when is the appt again?
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,Is toshiba portege m100 gd?
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,Did you get any gift? This year i didnt get anything. So bad
ham,"Ah, well that confuses things, doesn‘t it?"
ham,Sounds great! Are you home now?
ham,Can a not?
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,Does daddy have a bb now.
ham,Thanks for this hope you had a good day today
ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,When should I come over?
ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
ham,How dare you change my ring
ham,"I'm in a meeting, call me later at"
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,Yeah it's jus rite...
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,I wonder if you'll get this text?
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,That's one of the issues but california is okay. No snow so its manageable
ham,K:)i will give my kvb acc details:)
ham,You have got tallent but you are wasting.
ham,Dunno dat's wat he told me. Ok lor...
ham,Just sleeping..and surfing
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,Ü thk of wat to eat tonight.
ham,Well there's still a bit left if you guys want to tonight
ham,"Cool, text me when you're parked"
ham,"Awesome, lemme know whenever you're around"
ham,Lol where do u come up with these ideas?
ham,"Mostly sports type..lyk footbl,crckt.."
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,No plm i will come da. On the way.
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,Oh sorry please its over
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,So can collect ur laptop?
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,Call me when u finish then i come n pick u.
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,What???? Hello wats talks email address?
ham,Ha ha cool cool chikku chikku:-):-DB-)
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,I'm still pretty weak today .. Bad day ?
ham,"Me, i dont know again oh"
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
ham,I'm e person who's doing e sms survey...
ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,You need to get up. Now.
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
ham,How are you enjoying this semester? Take care brother.
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,You do got a shitload of diamonds though
ham,"Yep, by the pretty sculpture"
ham,"I'm in solihull, | do you want anything?"
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,No chikku nt yet.. Ya i'm free
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,"Sorry, I'll call later in meeting"
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham,Well then you have a great weekend!
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
ham,Wife.how she knew the time of murder exactly
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,Ill be at yours in about 3 mins but look out for me
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,Just finished. Missing you plenty
ham,Go where n buy? Juz buy when we get there lar.
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
ham,"Excellent, I'll see what riley's plans are"
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,If I get there before you after your ten billion calls and texts so help me god
ham,I went to project centre
ham,Ok. So april. Cant wait
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,Don no da:)whats you plan?
ham,"K so am I, how much for an 8th? Fifty?"
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
ham,K..give back my thanks.
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,I'm leaving my house now.
ham,Don know. I did't msg him recently.
